order_id,customer_id,restaurant_id,rider_id,order_date,item_count,food_amount,delivery_fee,delivery_minutes,rating,payment_method
957,55,26,10,2025-03-15,5,"₦7,800",500,22,5,Bank Transfer
958,62,1,15,2025-02-24,6,"₦22,500",1000,27,5,Wallet
959,57,23,30,2025-11-23,4,"₦9,900",600,49,4,Bank Transfer
960,73,34,3,2025-08-22,6,"₦36,000",1500,32,5,Cash
964,7,11,12,2025-03-18,4,"₦26,400",800,26,5,Card
970,115,26,10,2025-11-23,1,"₦3,000",500,44,4,Wallet
974,117,13,25,2025-03-01,6,"₦12,000",1500,73,4,Cash
977,64,31,14,2025-12-30,4,"₦8,800",700,63,5,Bank Transfer
980,148,13,21,2025-10-26,3,"₦2,700",600,41,4,Bank Transfer
982,79,6,25,2025-10-17,2,"₦10,500",1000,15,5,Card
989,2,18,30,2025-12-17,3,"₦16,200",1500,66,3,Bank Transfer
990,104,3,20,2025-05-19,4,"₦19,800",700,63,3,Wallet
991,85,4,13,2025-12-16,3,"₦4,500",1200,38,4,Cash
993,171,19,8,2025-08-17,4,"₦26,400",500,66,5,Wallet
995,134,20,3,2025-10-30,6,"₦18,000",700,65,5,Bank Transfer
997,187,1,7,2025-09-12,5,"₦5,200",700,62,5,Cash
998,19,23,2,2025-01-03,3,"₦7,200",800,52,3,Bank Transfer
1004,196,13,9,2025-07-23,5,"₦15,600",1500,30,5,Card
1007,10,13,10,2025-06-14,3,"₦3,600",800,55,3,Wallet
1008,19,15,25,2025-04-25,5,"₦11,700",700,69,3,Wallet
1012,88,40,9,2025-09-05,2,"₦10,500",1200,17,5,Bank Transfer
1013,192,34,15,2025-08-09,4,"₦26,400",1000,44,3,Cash
1020,114,19,14,2025-01-03,4,"₦7,700",1500,72,4,Wallet
1024,192,23,2,2025-08-03,2,"₦5,600",800,49,5,Card
1027,170,33,13,2025-05-27,2,"₦8,400",500,37,5,Card
1033,158,36,29,2025-04-16,4,"₦19,800",1500,27,5,Card
1036,143,38,13,2025-09-06,1,"₦5,000",1500,27,2,Bank Transfer
1037,187,37,11,2025-03-14,1,"₦7,500",1500,36,5,Wallet
1038,103,10,26,2025-08-24,3,"₦16,200",1200,23,3,Wallet
1043,121,37,29,2025-07-08,2,"₦2,100",1000,30,4,Wallet
1044,44,14,3,2025-07-02,2,"₦5,600",700,27,4,Wallet
1045,16,13,24,2025-04-20,1,"₦4,000",1200,58,4,Cash
1047,195,1,7,2025-04-09,6,"₦15,000",1500,54,5,Cash
1054,127,9,26,2025-04-14,3,"₦7,200",700,45,4,Wallet
1055,3,39,29,2025-04-27,1,"₦6,000",500,74,4,Wallet
1057,49,10,20,2025-09-27,5,"₦15,600",500,38,5,Wallet
1059,195,1,7,2025-12-14,5,"₦31,200",800,71,5,Wallet
1061,183,30,21,2025-12-04,1,"₦5,000",600,19,5,Bank Transfer
1063,123,27,21,2025-10-07,4,"₦19,800",700,42,3,Wallet
1065,127,28,14,2025-12-16,3,"₦4,500",1000,64,3,Wallet
1067,31,38,18,2025-12-22,5,"₦31,200",1000,63,5,Card
1070,134,10,28,2025-07-31,4,"₦5,500",600,48,4,Bank Transfer
1071,128,35,29,2025-07-06,6,"₦9,000",1200,74,4,Wallet
1072,94,15,8,2025-03-21,5,"₦11,700",1200,55,5,Cash
1075,136,3,2,2025-03-16,2,"₦6,300",600,32,4,Bank Transfer
1077,170,19,14,2025-04-02,3,"₦2,700",1500,54,3,Bank Transfer
1080,98,21,23,2025-12-06,5,"₦6,500",1000,53,4,Card
1081,193,19,29,2025-12-19,2,"₦2,800",1000,40,5,Card
1084,24,20,10,2025-03-09,2,"₦10,500",600,42,2,Card
1086,136,38,18,2025-12-04,3,"₦4,500",600,67,5,Cash
1088,149,8,28,2025-04-12,3,"₦10,800",1000,52,5,Bank Transfer
1090,194,1,1,2025-06-01,5,"₦5,200",500,16,2,Wallet
1094,23,6,15,2025-09-01,3,"₦16,200",700,56,5,Wallet
1096,117,7,29,2025-09-16,3,"₦6,300",1500,19,5,Cash
1097,66,27,1,2025-08-31,3,"₦21,600",1200,56,2,Bank Transfer
1101,67,22,22,2025-06-10,4,"₦26,400",800,42,5,Bank Transfer
1103,160,24,16,2025-11-19,5,"₦7,800",700,55,4,Card
1104,55,9,19,2025-03-07,6,"₦13,500",600,46,4,Bank Transfer
1109,192,31,17,2025-02-25,3,"₦6,300",1200,23,4,Bank Transfer
1110,28,6,8,2025-06-09,5,"₦11,700",1200,62,4,Cash
1115,37,4,9,2025-06-26,6,"₦22,500",600,60,4,Card
1118,107,11,6,2025-05-18,5,"₦3,900",500,68,4,Wallet
1124,87,26,23,2025-03-21,2,"₦2,100",500,69,5,Cash
1128,89,23,21,2025-02-21,2,"₦4,200",500,18,3,Bank Transfer
1129,6,9,3,2025-03-16,2,"₦12,600",1000,53,5,Card
1130,165,31,8,2025-09-07,3,"₦4,500",600,51,5,Cash
1140,172,15,6,2025-10-10,5,"₦19,500",1500,32,4,Wallet
1142,125,22,19,2025-12-17,1,"₦7,500",1000,27,5,Bank Transfer
1143,198,5,1,2025-05-10,5,"₦23,400",500,35,3,Card
1144,3,24,12,2025-08-26,3,"₦5,400",700,53,5,Card
1146,114,16,8,2025-09-28,3,"₦16,200",600,34,4,Card
1147,96,37,27,2025-01-27,1,"₦6,000",500,48,5,Bank Transfer
1154,107,30,2,2025-03-23,5,"₦15,600",500,26,5,Cash
1155,49,40,3,2025-05-12,3,"₦2,700",800,24,5,Card
1158,98,14,4,2025-02-01,3,"₦8,100",1500,41,5,Bank Transfer
1160,25,17,11,2025-06-18,1,"₦5,000",800,16,5,Card
1162,66,24,4,2025-09-19,4,"₦6,600",700,24,5,Card
1169,65,30,7,2025-09-21,5,"₦15,600",1000,72,5,Wallet
1174,138,22,16,2025-06-17,5,"₦13,000",1200,30,4,Card
1175,195,19,9,2025-04-07,5,"₦5,200",800,56,4,Bank Transfer
1177,12,21,17,2025-04-20,1,"₦1,500",1200,20,4,Bank Transfer
1179,36,37,22,2025-12-20,1,"₦3,500",800,16,4,Bank Transfer
1182,112,13,1,2025-10-13,4,"₦4,400",500,37,5,Wallet
1185,130,37,7,2025-11-03,3,"₦3,600",600,20,5,Cash
1189,107,16,30,2025-09-22,2,"₦2,800",600,44,3,Wallet
1197,51,7,24,2025-09-08,2,"₦3,500",700,57,4,Card
1198,191,25,3,2025-01-05,3,"₦6,300",800,16,4,Bank Transfer
1201,46,11,9,2025-09-12,2,"₦5,600",600,33,5,Wallet
1202,8,33,9,2025-10-20,1,"₦3,500",800,58,4,Cash
1207,22,10,17,2025-12-04,3,"₦16,200",800,30,5,Wallet
1208,200,6,7,2025-04-21,6,"₦6,000",1500,58,5,Wallet
1209,20,34,6,2025-02-13,2,"₦8,400",700,49,5,Card
1214,90,1,29,2025-01-25,2,"₦5,600",500,15,5,Card
1215,63,38,6,2025-04-11,2,"₦2,800",800,43,3,Wallet
1216,33,14,27,2025-03-10,5,"₦3,900",700,37,5,Cash
1218,8,2,11,2025-01-06,4,"₦8,800",500,53,5,Bank Transfer
1219,88,16,19,2025-06-07,5,"₦11,700",500,45,5,Cash
1222,131,39,24,2025-07-10,2,"₦12,600",1000,44,5,Bank Transfer
1223,131,24,26,2025-06-14,2,"₦4,200",1000,32,5,Wallet
1229,27,4,14,2025-12-28,2,"₦4,200",600,70,5,Bank Transfer
1231,117,26,30,2025-04-24,3,"₦16,200",700,35,4,Cash
1232,162,6,22,2025-12-23,4,"₦4,400",1200,32,4,Cash
1233,62,29,25,2025-01-13,4,"₦13,200",1000,25,1,Cash
1234,162,6,28,2025-08-04,1,"₦3,000",500,52,4,Cash
1239,151,13,11,2025-11-25,2,"₦6,300",800,44,5,Card
1248,47,2,10,2025-01-19,3,"₦10,800",1500,32,5,Bank Transfer
1252,198,25,18,2025-06-16,5,"₦23,400",600,68,5,Bank Transfer
1254,110,27,29,2025-11-24,6,"₦7,500",600,70,4,Card
1255,107,38,5,2025-03-26,3,"₦10,800",600,26,5,Bank Transfer
1259,96,17,30,2025-07-11,6,"₦15,000",500,33,5,Bank Transfer
1260,162,36,5,2025-08-23,2,"₦6,300",1500,70,3,Card
1262,94,19,1,2025-10-23,2,"₦12,600",800,57,5,Bank Transfer
1265,172,34,25,2025-03-19,1,"₦3,500",1000,26,4,Wallet
1274,24,26,19,2025-10-28,2,"₦2,100",1000,60,5,Cash
1275,153,4,29,2025-03-29,2,"₦10,500",500,59,5,Wallet
1277,63,4,13,2025-10-09,5,"₦31,200",700,15,5,Cash
1282,158,25,3,2025-09-09,5,"₦23,400",1500,18,5,Card
1285,33,24,11,2025-12-14,4,"₦4,400",500,75,3,Card
1287,6,29,22,2025-12-16,6,"₦9,000",1200,44,5,Bank Transfer
1289,81,26,28,2025-10-10,6,"₦18,000",700,47,4,Bank Transfer
1293,127,26,11,2025-12-19,6,"₦13,500",1500,48,3,Card
1296,91,37,30,2025-09-21,5,"₦9,100",500,24,3,Card
1297,93,22,27,2025-02-27,6,"₦22,500",1200,27,4,Bank Transfer
1300,54,25,25,2025-12-21,2,"₦6,300",600,36,4,Wallet
1305,15,5,3,2025-11-19,2,"₦2,100",1500,67,5,Wallet
1312,33,15,10,2025-02-03,2,"₦2,100",800,70,5,Wallet
1314,161,10,29,2025-07-24,3,"₦6,300",1200,69,4,Card
1318,29,30,28,2025-04-11,3,"₦7,200",800,43,5,Cash
1320,82,29,30,2025-01-07,2,"₦10,500",700,32,5,Cash
1325,180,19,14,2025-10-17,6,"₦15,000",800,69,4,Cash
1327,177,10,5,2025-02-15,1,"₦3,500",500,46,4,Wallet
1330,84,38,9,2025-09-11,6,"₦12,000",700,48,4,Cash
1335,39,15,21,2025-04-18,4,"₦16,500",1500,55,4,Bank Transfer
1337,48,38,16,2025-09-29,6,"₦22,500",1000,42,4,Cash
1339,2,21,29,2025-03-30,3,"₦13,500",1500,58,2,Wallet
1343,122,17,30,2025-01-06,1,"₦6,000",1200,67,5,Cash
1344,143,8,29,2025-11-27,2,"₦4,900",1000,55,3,Card
1346,20,2,10,2025-07-14,2,"₦4,200",800,50,5,Wallet
1347,82,28,2,2025-06-11,4,"₦9,900",600,66,5,Bank Transfer
1351,74,30,11,2025-09-15,1,"₦3,500",1000,62,3,Cash
1352,179,15,23,2025-02-19,1,"₦3,500",500,28,5,Wallet
1356,63,1,10,2025-10-08,6,"₦9,000",600,37,3,Bank Transfer
1358,119,33,25,2025-11-17,5,"₦10,400",800,18,4,Bank Transfer
1359,55,39,9,2025-10-27,1,"₦12,000",1500,29,1,Bank Transfer
1360,164,12,27,2025-06-17,2,"₦6,300",700,47,5,Wallet
1363,118,11,14,2025-09-22,2,"₦2,800",1000,23,5,Bank Transfer
1371,111,7,29,2025-09-11,3,"₦21,600",800,36,5,Card
1374,62,7,14,2025-04-26,2,"₦2,100",1500,37,5,Cash
1375,26,21,3,2025-02-24,1,"₦3,000",700,46,3,Bank Transfer
1377,101,28,3,2025-12-13,1,"₦6,000",800,33,4,Wallet
1378,33,36,24,2025-07-06,1,"₦2,000",600,47,5,Bank Transfer
1379,74,31,13,2025-11-22,5,"₦10,400",1500,28,5,Wallet
1380,79,18,19,2025-01-30,3,"₦4,500",700,52,4,Card
1381,13,3,18,2025-05-11,2,"₦16,800",1500,32,5,Bank Transfer
1383,142,16,9,2025-07-13,6,"₦9,000",1200,31,5,Card
1384,16,15,12,2025-01-16,6,"₦15,000",800,52,5,Card
1389,106,27,22,2025-06-15,6,"₦36,000",1500,20,5,Cash
1391,85,4,27,2025-12-01,3,"₦6,300",1500,53,1,Cash
1393,28,15,8,2025-12-05,4,"₦4,400",1200,61,4,Bank Transfer
1394,36,4,27,2025-09-02,3,"₦5,400",1200,66,3,Card
1396,44,8,17,2025-03-19,1,"₦6,000",800,22,4,Bank Transfer
1398,98,27,28,2025-12-28,4,"₦26,400",700,53,5,Cash
1401,186,6,22,2025-09-08,4,"₦7,700",1000,72,5,Wallet
1407,116,20,21,2025-01-23,3,"₦2,700",500,30,4,Bank Transfer
1409,42,2,19,2025-02-10,3,"₦8,100",500,51,5,Bank Transfer
1410,37,1,27,2025-03-24,3,"₦4,500",700,46,5,Cash
1413,86,19,13,2025-04-25,2,"₦4,200",1000,36,3,Bank Transfer
1418,51,1,10,2025-01-20,4,"₦11,000",800,22,4,Wallet
1419,112,35,25,2025-07-06,2,"₦7,000",600,37,4,Cash
1422,192,13,22,2025-03-04,1,"₦12,000",600,73,4,Bank Transfer
1431,73,11,11,2025-10-18,1,"₦9,000",1000,68,5,Card
1432,47,33,27,2025-07-13,3,"₦9,000",500,19,5,Wallet
1442,103,32,26,2025-11-11,1,"₦12,000",800,61,4,Bank Transfer
1445,16,1,5,2025-09-23,2,"₦4,200",800,22,4,Cash
1457,10,5,26,2025-09-13,4,"₦11,000",500,25,5,Bank Transfer
1458,187,13,14,2025-03-05,6,"₦27,000",800,29,5,Card
1459,63,23,23,2025-06-12,3,"₦10,800",600,53,2,Card
1463,165,38,13,2025-05-10,1,"₦4,500",1000,28,5,Cash
1466,136,20,19,2025-08-03,3,"₦8,100",1000,69,3,Wallet
1468,122,4,10,2025-10-05,5,"₦5,200",1000,52,4,Bank Transfer
1471,162,34,28,2025-02-10,4,"₦9,900",1000,20,1,Wallet
1473,50,10,19,2025-01-01,2,"₦16,800",500,44,5,Wallet
1475,162,4,20,2025-12-05,2,"₦10,500",1200,44,5,Cash
1476,38,5,16,2025-12-30,4,"₦13,200",500,68,3,Cash
1478,161,17,6,2025-09-28,2,"₦12,600",1000,39,5,Card
1480,166,10,9,2025-09-12,5,"₦19,500",1200,26,5,Cash
1482,133,14,17,2025-07-01,4,"₦9,900",1200,71,3,Card
1485,175,19,25,2025-09-27,2,"₦16,800",1200,63,4,Wallet
1487,114,29,1,2025-08-12,3,"₦2,700",500,57,5,Card
1490,85,3,4,2025-08-03,6,"₦18,000",800,72,5,Card
1492,21,24,17,2025-10-09,2,"₦4,200",600,33,2,Bank Transfer
1495,179,9,25,2025-03-30,3,"₦2,700",500,39,5,Bank Transfer
1497,36,34,20,2025-05-07,2,"₦10,500",700,67,5,Wallet
1499,138,39,17,2025-08-09,6,"₦10,500",700,52,4,Bank Transfer
1502,186,18,8,2025-03-30,4,"₦6,600",1500,48,5,Cash
1507,189,30,3,2025-11-04,2,"₦6,300",500,42,5,Cash
1509,40,1,10,2025-10-20,5,"₦11,700",600,20,4,Bank Transfer
1513,118,20,8,2025-03-11,2,"₦10,500",600,33,5,Card
1518,125,22,16,2025-10-31,6,"₦15,000",1000,39,5,Wallet
1519,112,21,8,2025-03-07,3,"₦2,700",600,39,3,Wallet
1520,163,10,13,2025-02-17,1,"₦6,000",1000,45,3,Cash
1522,81,14,13,2025-10-17,5,"₦23,400",500,55,5,Cash
1523,100,6,22,2025-05-19,5,"₦19,500",1200,65,5,Wallet
1524,62,25,18,2025-12-31,4,"₦7,700",1000,50,3,Wallet
1532,73,3,11,2025-07-18,4,"₦19,800",600,70,1,Cash
1534,6,10,22,2025-09-19,4,"₦9,900",500,53,5,Wallet
1536,15,13,30,2025-07-18,5,"₦31,200",1000,51,4,Bank Transfer
1537,86,7,25,2025-04-18,5,"₦13,000",800,37,3,Card
1539,132,7,7,2025-05-23,4,"₦3,300",1200,41,5,Card
1540,127,34,13,2025-05-20,2,"₦8,400",700,23,5,Bank Transfer
1543,68,16,5,2025-05-25,4,"₦8,800",500,44,5,Card
1544,87,14,26,2025-11-30,6,"₦4,500",600,49,5,Card
1548,67,18,18,2025-10-24,5,"₦15,600",1000,31,3,Cash
1550,62,27,14,2025-06-23,2,"₦7,000",700,60,5,Wallet
1555,122,36,27,2025-12-08,1,"₦4,500",1000,41,1,Wallet
1560,16,28,17,2025-04-03,1,"₦5,000",1000,68,4,Card
1565,71,34,12,2025-07-07,1,"₦12,000",1200,35,5,Bank Transfer
1568,57,9,3,2025-03-27,1,"₦4,000",500,25,3,Wallet
1569,114,30,29,2025-08-02,3,"₦21,600",1000,74,5,Cash
1574,8,23,4,2025-06-19,1,"₦2,500",800,72,3,Cash
1577,142,36,13,2025-06-22,1,"₦2,000",800,28,4,Card
1580,82,39,27,2025-10-24,6,"₦7,500",800,64,5,Bank Transfer
1583,162,36,23,2025-07-05,6,"₦36,000",1200,28,4,Wallet
1584,169,29,18,2025-02-13,5,"₦5,200",700,48,5,Card
1588,2,27,1,2025-12-11,4,"₦13,200",1500,17,3,Wallet
1589,44,6,13,2025-03-26,6,"₦4,500",1000,61,1,Wallet
1591,173,20,5,2025-01-09,1,"₦2,000",500,19,3,Wallet
1593,76,10,27,2025-06-06,5,"₦31,200",600,28,5,Card
1594,10,5,16,2025-01-12,2,"₦8,400",600,23,3,Cash
1595,200,12,11,2025-04-10,1,"₦2,500",800,28,5,Cash
1600,99,20,21,2025-05-19,2,"₦7,000",800,43,3,Wallet
1601,58,25,19,2025-03-24,3,"₦13,500",800,27,5,Cash
1602,19,4,26,2025-05-22,6,"₦7,500",500,24,4,Card
1607,142,30,11,2025-11-01,3,"₦13,500",1000,62,5,Card
1611,172,6,26,2025-02-18,3,"₦9,000",800,51,3,Wallet
1612,77,15,22,2025-11-23,4,"₦9,900",1000,32,3,Bank Transfer
1613,36,4,14,2025-09-10,1,"₦3,000",700,38,3,Cash
1617,140,40,9,2025-04-07,6,"₦12,000",1200,53,4,Wallet
1618,92,20,1,2025-05-25,3,"₦6,300",800,68,5,Card
1619,140,38,3,2025-01-23,5,"₦11,700",1500,67,3,Wallet
1622,24,22,8,2025-12-29,2,"₦4,900",1000,60,5,Wallet
1625,68,8,19,2025-08-21,5,"₦31,200",1000,20,5,Cash
1631,111,38,27,2025-02-17,2,"₦16,800",600,35,5,Card
1632,35,2,2,2025-01-23,4,"₦16,500",1200,58,4,Card
1634,179,30,30,2025-09-06,5,"₦11,700",500,39,5,Wallet
1644,179,29,19,2025-05-19,3,"₦8,100",1200,46,5,Bank Transfer
1651,8,30,4,2025-06-03,4,"₦8,800",1500,41,5,Cash
1653,71,5,29,2025-10-21,5,"₦3,900",1500,30,5,Cash
1654,122,35,24,2025-11-19,6,"₦36,000",800,43,3,Bank Transfer
1656,128,2,5,2025-04-08,2,"₦5,600",800,34,4,Card
1658,157,18,9,2025-09-22,5,"₦3,900",1200,54,3,Bank Transfer
1660,95,27,30,2025-08-26,4,"₦7,700",1500,17,4,Wallet
1662,38,17,9,2025-01-14,4,"₦6,600",1000,37,4,Bank Transfer
1663,139,38,22,2025-07-27,4,"₦7,700",1200,71,5,Card
1665,45,9,2,2025-03-09,4,"₦11,000",1000,71,5,Bank Transfer
1670,133,12,10,2025-06-15,3,"₦8,100",500,34,5,Cash
1671,6,34,18,2025-10-09,1,"₦2,500",700,43,4,Cash
1674,29,7,28,2025-11-16,4,"₦6,600",1000,21,2,Card
1675,65,18,23,2025-05-17,5,"₦19,500",1500,33,5,Cash
1679,126,33,13,2025-08-15,6,"₦15,000",1200,62,4,Cash
1680,61,16,1,2025-10-04,2,"₦6,300",500,18,4,Card
1682,86,37,8,2025-07-19,5,"₦31,200",1500,56,3,Bank Transfer
1684,26,30,28,2025-06-20,1,"₦5,000",800,65,4,Bank Transfer
1685,93,11,23,2025-08-29,5,"₦6,500",700,60,5,Wallet
1690,109,21,17,2025-02-01,2,"₦10,500",1200,61,5,Bank Transfer
1695,139,11,5,2025-02-05,4,"₦7,700",1000,45,4,Bank Transfer
1700,115,8,8,2025-02-06,1,"₦4,500",800,59,3,Card
1701,34,33,1,2025-12-23,5,"₦11,700",600,52,3,Bank Transfer
1703,138,31,4,2025-01-25,6,"₦12,000",1500,55,5,Cash
1707,144,18,18,2025-02-28,2,"₦6,300",700,68,5,Bank Transfer
1710,191,17,3,2025-03-26,2,"₦7,000",1000,55,2,Cash
1711,116,13,6,2025-12-14,5,"₦9,100",800,15,3,Wallet
1715,153,28,4,2025-11-26,3,"₦21,600",1000,33,5,Wallet
1719,57,31,2,2025-12-25,1,"₦4,500",1200,33,4,Wallet
1720,49,23,18,2025-10-05,4,"₦16,500",1200,24,3,Bank Transfer
1729,159,6,3,2025-12-24,1,"₦4,000",1200,36,5,Card
1731,164,17,12,2025-12-09,6,"₦27,000",1000,51,5,Bank Transfer
1733,147,2,21,2025-02-17,3,"₦10,800",1000,32,5,Cash
1737,182,32,19,2025-04-24,5,"₦13,000",1200,72,4,Cash
1738,7,14,13,2025-08-15,3,"₦5,400",700,47,4,Wallet
1740,122,19,2,2025-12-30,1,"₦4,500",1000,45,5,Bank Transfer
1741,185,34,15,2025-01-22,1,"₦4,500",1200,60,2,Bank Transfer
1743,159,10,12,2025-03-04,3,"₦13,500",1000,75,5,Card
1753,101,28,8,2025-08-10,5,"₦10,400",1500,16,4,Cash
1754,76,16,6,2025-12-07,4,"₦4,400",800,28,5,Cash
1756,164,10,3,2025-06-14,5,"₦11,700",700,66,4,Card
1759,124,8,9,2025-01-21,6,"₦36,000",800,67,5,Cash
1760,171,23,13,2025-11-16,3,"₦16,200",1000,35,5,Bank Transfer
1764,47,18,27,2025-06-05,2,"₦2,800",600,34,5,Card
1769,58,13,29,2025-01-17,3,"₦6,300",1200,57,5,Bank Transfer
1774,58,28,18,2025-03-25,5,"₦13,000",500,60,4,Bank Transfer
1775,62,8,3,2025-06-06,2,"₦3,500",1000,66,5,Wallet
1777,39,20,16,2025-10-05,6,"₦36,000",600,56,5,Bank Transfer
1780,82,33,18,2025-07-19,3,"₦21,600",1200,17,5,Cash
1783,40,22,29,2025-10-15,5,"₦15,600",1500,33,5,Cash
1784,64,11,2,2025-06-08,5,"₦13,000",1000,20,5,Wallet
1787,176,22,22,2025-01-30,6,"₦13,500",1200,30,3,Cash
1788,106,29,29,2025-09-04,4,"₦5,500",600,19,5,Bank Transfer
1793,45,22,16,2025-02-09,4,"₦11,000",1500,26,3,Cash
1794,181,13,19,2025-11-26,4,"₦11,000",1000,61,5,Cash
1798,39,40,3,2025-04-18,4,"₦11,000",500,72,1,Bank Transfer
1800,119,38,4,2025-05-12,1,"₦2,500",600,73,2,Wallet
1805,168,15,7,2025-09-04,1,"₦9,000",1000,59,5,Bank Transfer
1807,9,28,24,2025-12-04,5,"₦19,500",1200,40,4,Card
1808,168,14,13,2025-03-13,3,"₦9,000",500,24,2,Cash
1809,191,36,28,2025-05-06,4,"₦9,900",1200,23,5,Cash
1810,115,27,24,2025-03-23,3,"₦6,300",600,61,5,Bank Transfer
1812,166,1,16,2025-03-06,3,"₦16,200",500,58,3,Wallet
1814,119,2,13,2025-10-31,4,"₦26,400",600,51,5,Card
1815,122,30,13,2025-05-28,2,"₦6,300",800,22,5,Cash
1817,100,38,13,2025-02-06,5,"₦31,200",600,31,4,Bank Transfer
1821,106,1,21,2025-04-20,4,"₦5,500",800,52,5,Wallet
1822,175,9,9,2025-09-07,2,"₦5,600",1200,42,4,Card
1825,1,14,29,2025-10-18,1,"₦7,500",1000,20,3,Wallet
1827,118,3,23,2025-08-04,4,"₦19,800",1500,65,5,Bank Transfer
1829,7,2,30,2025-07-25,3,"₦10,800",1200,66,4,Card
1831,20,24,7,2025-10-01,3,"₦10,800",800,30,5,Cash
1834,150,5,8,2025-02-15,6,"₦4,500",1500,23,4,Card
1840,62,33,10,2025-03-29,4,"₦19,800",800,28,4,Bank Transfer
1843,1,29,1,2025-01-15,5,"₦9,100",1000,72,5,Bank Transfer
1844,79,4,17,2025-11-12,5,"₦5,200",1200,70,4,Card
1847,196,35,3,2025-03-30,3,"₦3,600",1000,50,5,Card
1850,120,7,17,2025-12-13,5,"₦11,700",1200,25,5,Wallet
1852,28,12,22,2025-02-14,1,"₦1,500",500,34,3,Cash
1853,155,5,4,2025-05-20,1,"₦4,000",700,15,4,Bank Transfer
1856,15,30,22,2025-05-06,6,"₦22,500",800,64,5,Card
1859,6,13,23,2025-09-23,1,"₦3,000",800,28,4,Cash
1860,4,5,1,2025-04-26,5,"₦10,400",800,21,5,Cash
1861,145,24,20,2025-08-13,2,"₦4,900",1200,21,5,Cash
1863,26,27,30,2025-09-03,2,"₦4,900",1000,44,5,Bank Transfer
1867,92,33,14,2025-05-26,1,"₦6,000",1000,36,5,Card
1869,52,32,19,2025-12-09,5,"₦13,000",800,40,5,Wallet
1872,46,10,19,2025-09-19,6,"₦7,500",600,26,4,Wallet
1874,118,19,16,2025-03-03,4,"₦6,600",800,21,5,Wallet
1877,106,18,28,2025-10-08,1,"₦12,000",700,29,5,Cash
1878,124,19,20,2025-07-25,1,"₦3,500",1500,22,5,Cash
1879,73,26,14,2025-08-18,4,"₦8,800",1000,33,3,Card
1880,197,23,15,2025-06-27,1,"₦2,500",1200,23,4,Card
1881,108,34,1,2025-02-04,2,"₦10,500",1500,59,4,Bank Transfer
1882,40,22,20,2025-03-15,5,"₦19,500",500,39,5,Card
1883,45,28,14,2025-06-16,4,"₦19,800",1200,35,5,Bank Transfer
1885,69,4,22,2025-04-14,1,"₦4,000",1500,32,5,Wallet
1886,47,17,17,2025-06-03,1,"₦2,000",700,62,4,Cash
1887,58,26,29,2025-02-23,4,"₦8,800",800,38,5,Wallet
1888,147,36,19,2025-05-16,1,"₦3,500",500,52,4,Card
1894,88,7,8,2025-07-30,3,"₦8,100",700,69,5,Bank Transfer
1899,24,15,1,2025-01-19,2,"₦8,400",700,19,5,Cash
1900,57,34,8,2025-09-09,6,"₦27,000",1500,28,5,Wallet
1903,39,6,18,2025-09-14,1,"₦1,500",700,59,1,Wallet
1905,83,31,8,2025-02-05,2,"₦10,500",600,27,4,Wallet
1906,147,25,4,2025-11-22,2,"₦3,500",1500,21,4,Card
1907,168,28,4,2025-08-02,6,"₦15,000",1000,21,3,Card
1908,115,34,22,2025-12-20,4,"₦7,700",700,22,4,Bank Transfer
1913,89,16,22,2025-09-09,1,"₦2,500",500,47,3,Wallet
1917,199,27,3,2025-12-03,2,"₦6,300",1200,37,5,Card
1920,97,10,8,2025-05-28,6,"₦6,000",1500,49,4,Bank Transfer
1921,17,8,6,2025-09-20,3,"₦9,000",600,27,5,Card
1922,67,31,11,2025-05-31,1,"₦4,500",1500,63,1,Cash
1923,129,5,10,2025-07-05,1,"₦3,000",800,51,2,Card
1925,73,31,21,2025-09-22,3,"₦13,500",800,63,4,Bank Transfer
1927,122,18,8,2025-04-03,5,"₦3,900",1000,55,4,Bank Transfer
1928,135,15,14,2025-09-15,4,"₦8,800",500,21,5,Wallet
1929,149,19,23,2025-01-23,3,"₦4,500",600,31,2,Bank Transfer
1934,85,38,2,2025-09-30,2,"₦8,400",700,42,5,Wallet
1941,124,20,29,2025-11-04,2,"₦8,400",1500,42,3,Bank Transfer
1943,121,36,2,2025-12-31,4,"₦13,200",700,27,2,Wallet
1953,190,2,15,2025-06-21,4,"₦8,800",1500,46,3,Card
1959,196,26,6,2025-08-27,5,"₦9,100",800,75,5,Cash
1960,174,21,18,2025-05-19,3,"₦8,100",1200,64,5,Cash
1961,9,14,9,2025-10-31,2,"₦4,200",1000,69,3,Bank Transfer
1966,47,28,24,2025-07-11,2,"₦4,200",1500,28,5,Bank Transfer
1967,66,10,4,2025-03-15,6,"₦18,000",700,21,3,Card
1970,74,22,13,2025-10-01,1,"₦7,500",600,72,4,Card
1971,87,30,28,2025-02-21,2,"₦8,400",500,74,4,Bank Transfer
1972,166,6,23,2025-10-15,1,"₦1,500",500,71,4,Card
1975,38,11,27,2025-07-24,4,"₦3,300",500,30,4,Cash
1976,78,37,4,2025-10-29,1,"₦4,000",500,24,5,Cash
1978,49,35,23,2025-12-12,5,"₦15,600",700,68,5,Cash
1981,68,17,7,2025-06-10,4,"₦16,500",600,65,4,Card
1983,115,37,2,2025-06-04,3,"₦2,700",700,30,5,Bank Transfer
1984,51,7,11,2025-09-12,5,"₦15,600",1000,58,5,Bank Transfer
