order_id,customer_id,restaurant_id,rider_id,order_date,item_count,food_amount,delivery_fee,delivery_minutes,rating,payment_method
987,33,40,3,2024-08-25,3,"₦10,800",1000,30,5,Bank Transfer
988,90,2,3,2024-03-29,2,"₦6,300",1200,50,5,Wallet
992,39,19,4,2024-06-10,6,"₦6,000",600,63,5,Cash
994,95,17,8,2024-12-28,3,"₦10,800",700,25,3,Cash
996,114,5,1,2024-05-13,6,"₦27,000",1000,68,5,Bank Transfer
1000,70,13,8,2024-03-23,5,"₦9,100",700,62,3,Bank Transfer
1009,84,39,3,2024-01-14,4,"₦7,700",600,25,4,Bank Transfer
1010,125,7,15,2024-09-02,3,"₦9,000",600,72,5,Card
1011,190,28,4,2024-12-16,6,"₦18,000",1500,17,5,Wallet
1014,67,26,4,2024-05-09,4,"₦11,000",1500,34,5,Wallet
1015,7,30,2,2024-09-18,1,"₦5,000",1000,27,3,Wallet
1016,103,7,3,2024-07-23,4,"₦11,000",600,27,3,Card
1017,116,4,1,2024-06-17,6,"₦22,500",1500,70,4,Bank Transfer
1022,78,24,14,2024-11-21,1,"₦9,000",700,21,2,Bank Transfer
1026,39,27,12,2024-01-07,5,"₦7,800",600,44,5,Wallet
1031,51,6,24,2024-07-06,4,"₦19,800",700,42,3,Cash
1032,53,36,5,2024-11-28,1,"₦3,500",1500,30,5,Cash
1035,6,23,14,2024-11-09,4,"₦4,400",600,15,5,Cash
1040,102,22,19,2024-05-07,4,"₦3,300",1500,40,5,Cash
1041,189,9,12,2024-09-26,5,"₦9,100",800,47,4,Card
1042,125,8,6,2024-06-20,1,"₦9,000",600,49,5,Card
1048,197,25,2,2024-03-18,1,"₦12,000",800,22,4,Cash
1050,99,36,2,2024-07-19,1,"₦5,000",500,41,5,Cash
1051,185,32,24,2024-09-11,4,"₦16,500",1200,28,4,Cash
1056,19,24,14,2024-02-26,4,"₦6,600",800,48,5,Cash
1060,145,16,3,2024-12-01,3,"₦6,300",1200,51,4,Cash
1064,185,21,28,2024-12-12,4,"₦9,900",500,16,5,Card
1066,23,13,23,2024-09-11,4,"₦26,400",800,50,5,Bank Transfer
1069,122,40,10,2024-10-24,6,"₦27,000",700,71,5,Card
1076,84,14,19,2024-01-27,6,"₦6,000",1200,35,3,Card
1078,31,8,7,2024-02-24,1,"₦1,500",1000,33,4,Wallet
1083,28,34,6,2024-07-25,3,"₦21,600",800,69,5,Card
1085,79,27,9,2024-02-28,6,"₦9,000",800,22,5,Card
1087,66,12,21,2024-02-19,5,"₦19,500",500,46,4,Bank Transfer
1092,197,13,7,2024-04-08,2,"₦4,900",1500,19,5,Cash
1093,158,25,20,2024-04-16,2,"₦8,400",500,65,5,Wallet
1095,65,15,17,2024-05-05,4,"₦8,800",600,60,4,Wallet
1098,15,34,24,2024-10-13,2,"₦3,500",800,63,4,Bank Transfer
1102,156,23,16,2024-02-22,5,"₦6,500",700,32,4,Bank Transfer
1105,119,13,1,2024-06-21,1,"₦4,500",1500,49,5,Cash
1107,18,11,15,2024-10-07,4,"₦11,000",1000,45,5,Cash
1108,148,13,29,2024-02-11,4,"₦26,400",700,59,5,Bank Transfer
1111,116,38,13,2024-07-30,1,"₦9,000",1200,66,5,Wallet
1112,63,17,11,2024-02-19,4,"₦4,400",1200,53,5,Cash
1113,73,1,17,2024-05-10,1,"₦4,000",1500,51,5,Wallet
1116,21,17,20,2024-04-04,5,"₦6,500",1200,29,5,Cash
1117,167,10,25,2024-01-21,1,"₦12,000",700,49,5,Wallet
1119,6,22,2,2024-05-21,1,"₦2,000",800,32,4,Wallet
1120,157,31,11,2024-01-24,3,"₦13,500",600,58,5,Bank Transfer
1122,151,19,20,2024-11-14,6,"₦12,000",1000,48,5,Wallet
1123,66,36,30,2024-05-05,4,"₦7,700",1500,47,5,Bank Transfer
1125,47,19,24,2024-07-13,3,"₦3,600",1000,36,5,Wallet
1126,106,29,20,2024-12-02,4,"₦3,300",1500,70,2,Card
1127,50,38,2,2024-11-04,4,"₦16,500",600,17,5,Card
1131,70,10,25,2024-06-04,2,"₦7,000",700,29,4,Cash
1135,188,7,9,2024-09-06,6,"₦6,000",1000,27,4,Wallet
1136,122,18,15,2024-10-10,2,"₦2,800",1000,72,5,Bank Transfer
1137,134,12,19,2024-05-01,6,"₦15,000",1200,23,5,Wallet
1138,154,11,19,2024-03-08,5,"₦7,800",1000,56,4,Bank Transfer
1139,51,38,20,2024-01-07,1,"₦12,000",700,52,4,Bank Transfer
1141,194,35,10,2024-06-19,2,"₦4,900",700,73,5,Card
1145,189,29,20,2024-02-12,2,"₦7,000",600,67,5,Card
1149,64,32,17,2024-01-17,3,"₦3,600",1000,23,3,Card
1150,55,17,3,2024-01-20,3,"₦16,200",1200,28,4,Bank Transfer
1152,17,17,26,2024-07-29,5,"₦11,700",500,58,4,Bank Transfer
1157,144,16,22,2024-07-26,1,"₦7,500",800,68,5,Wallet
1159,45,25,15,2024-07-24,6,"₦12,000",600,33,5,Cash
1163,36,10,20,2024-04-17,3,"₦16,200",800,25,5,Bank Transfer
1164,42,27,16,2024-09-06,2,"₦2,800",500,75,5,Card
1165,171,29,17,2024-08-14,3,"₦3,600",1500,70,5,Bank Transfer
1168,54,6,26,2024-11-12,2,"₦3,500",600,57,3,Card
1170,188,33,8,2024-03-23,3,"₦9,000",600,64,5,Cash
1172,84,17,11,2024-01-29,4,"₦26,400",800,61,4,Cash
1173,107,8,24,2024-04-10,5,"₦7,800",500,32,4,Cash
1176,169,34,4,2024-03-05,5,"₦7,800",1200,36,5,Bank Transfer
1178,163,26,15,2024-01-01,4,"₦13,200",500,20,1,Cash
1180,119,30,22,2024-08-23,5,"₦15,600",1200,52,5,Bank Transfer
1181,127,28,13,2024-06-11,5,"₦11,700",500,59,4,Wallet
1183,177,13,16,2024-07-30,4,"₦13,200",800,21,5,Cash
1184,42,13,10,2024-09-10,3,"₦5,400",700,20,4,Card
1187,112,16,12,2024-03-25,4,"₦19,800",1500,31,5,Cash
1190,168,37,14,2024-04-19,3,"₦16,200",600,33,4,Card
1191,194,7,15,2024-04-03,1,"₦9,000",600,23,4,Wallet
1193,157,5,10,2024-05-25,3,"₦13,500",700,71,5,Cash
1194,186,7,17,2024-10-16,3,"₦21,600",600,37,5,Card
1195,160,9,13,2024-08-16,3,"₦5,400",1000,41,5,Bank Transfer
1196,15,27,20,2024-07-27,2,"₦2,100",800,20,5,Bank Transfer
1199,164,18,4,2024-06-06,6,"₦36,000",500,37,2,Bank Transfer
1205,25,35,9,2024-12-25,3,"₦7,200",1000,50,5,Bank Transfer
1206,12,19,3,2024-07-15,3,"₦9,000",700,34,4,Wallet
1211,33,1,22,2024-08-14,1,"₦6,000",1000,54,4,Card
1212,126,19,9,2024-06-21,4,"₦4,400",600,64,3,Wallet
1213,188,17,28,2024-09-01,1,"₦1,500",700,65,5,Bank Transfer
1217,21,11,12,2024-06-19,3,"₦16,200",500,42,3,Cash
1224,48,27,10,2024-08-09,4,"₦7,700",1500,52,5,Wallet
1226,123,15,22,2024-07-28,2,"₦12,600",500,22,2,Bank Transfer
1230,61,35,1,2024-03-04,4,"₦7,700",700,20,4,Bank Transfer
1235,79,6,16,2024-04-10,1,"₦3,000",1000,33,5,Bank Transfer
1236,92,30,12,2024-04-14,4,"₦3,300",500,46,4,Bank Transfer
1237,28,28,21,2024-05-26,6,"₦12,000",700,30,4,Cash
1238,143,23,21,2024-04-07,1,"₦3,000",700,27,4,Wallet
1240,129,35,3,2024-11-08,4,"₦7,700",800,49,4,Cash
1241,185,15,5,2024-01-03,2,"₦3,500",800,58,4,Wallet
1242,76,12,4,2024-05-12,4,"₦9,900",1000,55,4,Wallet
1245,48,17,16,2024-01-01,2,"₦10,500",800,37,5,Bank Transfer
1246,112,13,14,2024-11-21,1,"₦2,500",1500,28,3,Card
1247,94,26,13,2024-10-02,2,"₦6,300",1200,51,4,Card
1249,176,1,21,2024-12-08,2,"₦8,400",1500,39,3,Wallet
1250,153,2,7,2024-06-27,2,"₦3,500",500,36,3,Card
1256,11,26,8,2024-05-27,2,"₦4,900",600,42,5,Card
1258,40,4,3,2024-05-10,1,"₦4,000",800,24,4,Wallet
1261,104,27,14,2024-11-11,4,"₦7,700",700,71,4,Card
1263,34,23,15,2024-06-09,3,"₦21,600",800,70,5,Bank Transfer
1264,147,31,21,2024-11-14,1,"₦6,000",1200,66,5,Card
1267,21,23,24,2024-09-03,5,"₦10,400",1200,54,5,Bank Transfer
1268,181,33,19,2024-03-06,2,"₦2,800",700,31,4,Bank Transfer
1270,168,22,27,2024-02-14,4,"₦16,500",600,16,3,Bank Transfer
1272,3,13,1,2024-10-22,1,"₦6,000",1200,68,4,Card
1276,129,40,30,2024-08-23,1,"₦4,500",1500,26,4,Bank Transfer
1278,88,20,13,2024-10-07,4,"₦11,000",600,39,5,Bank Transfer
1279,9,7,26,2024-01-31,6,"₦4,500",1000,29,4,Bank Transfer
1280,58,7,28,2024-06-28,2,"₦8,400",500,72,4,Bank Transfer
1281,59,2,13,2024-04-08,2,"₦8,400",1200,39,3,Card
1283,29,21,10,2024-10-03,2,"₦4,900",500,65,5,Wallet
1286,152,38,25,2024-09-28,5,"₦6,500",600,32,5,Wallet
1288,46,17,13,2024-04-25,4,"₦11,000",500,40,2,Card
1290,114,34,28,2024-04-15,4,"₦3,300",500,63,4,Bank Transfer
1292,47,31,5,2024-01-30,5,"₦23,400",700,73,5,Card
1294,108,9,5,2024-02-23,2,"₦8,400",800,57,3,Cash
1298,20,39,30,2024-02-04,6,"₦10,500",1500,34,5,Bank Transfer
1299,54,30,9,2024-12-23,5,"₦23,400",800,67,2,Bank Transfer
1302,34,19,8,2024-08-13,5,"₦6,500",700,24,5,Card
1303,5,20,2,2024-05-01,6,"₦15,000",1500,30,4,Cash
1304,114,35,28,2024-02-26,4,"₦9,900",700,25,5,Card
1307,25,21,23,2024-09-20,3,"₦5,400",800,69,4,Bank Transfer
1309,113,1,7,2024-06-30,3,"₦10,800",600,50,3,Bank Transfer
1310,54,21,25,2024-12-20,4,"₦3,300",1000,46,5,Bank Transfer
1311,3,13,15,2024-11-19,1,"₦7,500",700,30,3,Bank Transfer
1315,194,34,6,2024-02-01,2,"₦12,600",700,59,3,Bank Transfer
1316,59,8,27,2024-07-27,3,"₦21,600",1500,44,5,Cash
1317,177,6,11,2024-10-07,5,"₦9,100",1200,60,5,Bank Transfer
1319,83,19,13,2024-04-12,1,"₦3,000",800,25,4,Cash
1322,17,33,26,2024-10-11,1,"₦2,500",500,28,5,Cash
1323,85,22,6,2024-11-26,6,"₦36,000",1000,65,5,Bank Transfer
1324,95,13,21,2024-11-01,6,"₦18,000",1500,52,5,Card
1326,118,37,20,2024-02-18,4,"₦13,200",800,61,5,Cash
1329,133,11,15,2024-06-18,5,"₦23,400",500,67,5,Card
1331,101,33,12,2024-10-25,4,"₦3,300",1200,30,5,Wallet
1332,9,23,12,2024-10-01,5,"₦10,400",700,49,4,Card
1333,192,6,1,2024-11-16,3,"₦21,600",1200,31,5,Card
1336,181,21,23,2024-07-08,3,"₦7,200",1200,25,5,Wallet
1338,179,5,30,2024-02-09,2,"₦3,500",1200,16,5,Bank Transfer
1340,174,33,14,2024-05-10,5,"₦3,900",800,50,4,Bank Transfer
1341,106,3,5,2024-08-10,2,"₦16,800",1500,61,3,Bank Transfer
1345,125,28,7,2024-01-14,2,"₦10,500",800,28,5,Cash
1350,45,35,29,2024-03-02,1,"₦7,500",1500,70,4,Wallet
1353,65,19,7,2024-02-03,5,"₦23,400",600,32,5,Card
1354,42,36,29,2024-08-26,2,"₦2,100",800,43,4,Cash
1355,7,16,17,2024-12-25,6,"₦12,000",800,30,3,Card
1357,89,3,28,2024-05-13,5,"₦15,600",800,18,5,Cash
1364,41,34,29,2024-06-26,1,"₦4,500",1200,60,5,Cash
1365,62,28,11,2024-06-14,5,"₦15,600",500,27,4,Bank Transfer
1368,129,32,4,2024-07-10,4,"₦5,500",600,45,3,Card
1372,12,24,14,2024-02-21,5,"₦7,800",800,64,4,Bank Transfer
1376,186,40,6,2024-07-15,1,"₦1,500",1000,52,4,Bank Transfer
1382,97,8,6,2024-06-11,3,"₦8,100",500,46,5,Card
1385,158,40,22,2024-10-20,3,"₦16,200",1200,72,3,Card
1387,198,4,20,2024-08-17,6,"₦15,000",700,30,4,Wallet
1388,50,28,17,2024-12-22,3,"₦7,200",1500,62,5,Card
1390,62,39,17,2024-02-09,5,"₦9,100",1000,57,3,Card
1392,139,31,26,2024-09-29,4,"₦7,700",1500,24,4,Card
1397,46,15,2,2024-11-13,3,"₦6,300",1200,52,4,Cash
1400,116,4,19,2024-01-19,3,"₦8,100",500,51,3,Bank Transfer
1402,186,4,27,2024-11-07,3,"₦6,300",800,55,5,Bank Transfer
1403,119,35,20,2024-10-09,2,"₦6,300",800,67,4,Bank Transfer
1404,36,29,13,2024-10-14,1,"₦2,500",1200,38,4,Wallet
1405,188,28,17,2024-11-06,4,"₦16,500",1200,63,5,Cash
1406,126,13,20,2024-11-23,6,"₦36,000",800,37,5,Card
1408,190,8,25,2024-09-14,3,"₦21,600",1500,20,5,Card
1412,104,21,20,2024-09-03,5,"₦15,600",1000,30,5,Cash
1414,66,16,17,2024-01-14,4,"₦11,000",1200,38,3,Card
1417,114,23,4,2024-12-01,3,"₦13,500",800,63,5,Wallet
1420,74,26,26,2024-01-29,5,"₦3,900",800,17,4,Wallet
1423,95,11,11,2024-09-30,2,"₦6,300",500,67,4,Card
1424,190,29,7,2024-03-25,1,"₦5,000",1500,50,5,Card
1426,74,37,12,2024-11-02,4,"₦16,500",700,64,2,Card
1427,24,12,9,2024-02-01,6,"₦36,000",1000,39,4,Wallet
1428,137,23,7,2024-07-15,4,"₦6,600",1000,40,5,Wallet
1429,180,34,5,2024-10-19,6,"₦9,000",1200,35,4,Card
1430,187,26,26,2024-07-29,6,"₦4,500",600,65,4,Bank Transfer
1433,164,8,14,2024-03-26,2,"₦7,000",1500,26,3,Cash
1434,95,38,21,2024-10-29,2,"₦4,900",500,70,5,Card
1436,116,34,25,2024-03-11,2,"₦8,400",800,32,2,Bank Transfer
1437,188,15,14,2024-11-17,1,"₦4,500",500,29,4,Wallet
1439,107,39,10,2024-09-03,6,"₦12,000",700,21,4,Cash
1440,110,13,23,2024-03-25,6,"₦22,500",600,22,5,Card
1441,21,13,23,2024-02-20,3,"₦3,600",700,21,5,Cash
1443,160,2,2,2024-05-26,6,"₦12,000",1500,56,4,Card
1446,26,14,22,2024-09-27,4,"₦13,200",700,23,3,Wallet
1450,75,37,3,2024-09-14,5,"₦5,200",700,44,5,Bank Transfer
1451,26,39,13,2024-03-27,3,"₦16,200",800,71,4,Bank Transfer
1454,110,32,5,2024-08-30,1,"₦9,000",1200,50,5,Wallet
1455,114,16,4,2024-10-26,1,"₦1,500",800,24,4,Cash
1456,20,36,3,2024-05-27,5,"₦31,200",600,21,5,Wallet
1460,29,17,23,2024-07-20,4,"₦7,700",500,50,5,Wallet
1461,131,38,13,2024-01-03,3,"₦7,200",600,51,5,Cash
1462,89,1,10,2024-05-21,6,"₦9,000",500,66,4,Bank Transfer
1465,60,40,5,2024-03-14,1,"₦2,000",1500,60,5,Bank Transfer
1467,139,24,14,2024-03-22,1,"₦1,500",1200,23,5,Cash
1470,181,9,6,2024-12-08,1,"₦6,000",1500,35,3,Bank Transfer
1472,7,8,9,2024-04-27,5,"₦11,700",700,50,4,Card
1477,126,2,7,2024-07-04,6,"₦9,000",600,41,4,Cash
1479,72,6,26,2024-11-25,6,"₦27,000",1200,45,2,Card
1486,3,38,29,2024-03-13,1,"₦3,500",1500,74,5,Wallet
1491,35,14,13,2024-01-19,1,"₦2,000",1200,72,4,Card
1493,86,10,28,2024-01-01,1,"₦1,500",700,36,4,Card
1494,198,28,27,2024-05-26,2,"₦2,100",600,54,5,Cash
1496,114,33,23,2024-03-13,2,"₦4,200",500,69,2,Cash
1498,124,2,27,2024-12-12,5,"₦23,400",700,36,2,Card
1501,86,36,16,2024-11-03,2,"₦16,800",1500,52,5,Wallet
1504,78,3,23,2024-01-28,5,"₦11,700",600,23,3,Cash
1506,128,8,4,2024-03-05,2,"₦5,600",700,25,5,Bank Transfer
1508,159,14,30,2024-03-09,2,"₦2,800",600,44,5,Bank Transfer
1510,173,9,5,2024-04-10,2,"₦3,500",1500,33,2,Cash
1512,81,24,2,2024-06-19,1,"₦12,000",1000,17,5,Card
1514,193,18,23,2024-05-31,3,"₦6,300",800,63,5,Bank Transfer
1521,60,11,15,2024-05-18,6,"₦6,000",600,48,3,Wallet
1527,75,19,17,2024-03-08,2,"₦5,600",1000,70,3,Wallet
1528,142,25,23,2024-09-26,6,"₦7,500",700,48,5,Bank Transfer
1529,76,20,8,2024-01-18,3,"₦10,800",500,22,4,Card
1531,41,36,8,2024-01-06,2,"₦4,200",600,15,5,Bank Transfer
1533,179,23,12,2024-06-30,1,"₦9,000",600,72,5,Bank Transfer
1535,169,4,3,2024-12-06,6,"₦12,000",600,38,5,Bank Transfer
1542,68,2,1,2024-02-10,2,"₦2,100",1500,50,4,Card
1545,162,16,27,2024-04-30,6,"₦27,000",600,63,5,Bank Transfer
1546,197,25,6,2024-05-26,5,"₦3,900",600,60,3,Cash
1547,198,1,19,2024-02-09,5,"₦31,200",1200,30,3,Bank Transfer
1549,102,24,10,2024-07-24,2,"₦7,000",1200,29,4,Bank Transfer
1551,46,26,28,2024-03-10,2,"₦3,500",1200,72,2,Cash
1552,107,36,5,2024-12-21,6,"₦6,000",500,26,5,Bank Transfer
1553,3,21,28,2024-07-23,3,"₦9,000",1500,50,2,Card
1556,112,27,20,2024-06-15,2,"₦2,100",1500,34,2,Wallet
1557,36,7,11,2024-12-29,3,"₦10,800",1200,59,5,Card
1558,128,22,15,2024-01-14,2,"₦2,800",1500,73,5,Card
1561,156,5,30,2024-09-08,2,"₦10,500",700,51,1,Cash
1562,130,39,23,2024-08-30,5,"₦9,100",1500,61,5,Wallet
1563,26,14,15,2024-08-03,5,"₦6,500",700,54,3,Card
1564,18,40,22,2024-01-17,2,"₦7,000",700,72,4,Wallet
1566,83,31,5,2024-09-16,2,"₦4,200",1200,48,5,Bank Transfer
1567,87,29,12,2024-09-19,1,"₦3,500",1500,70,5,Bank Transfer
1570,132,29,7,2024-02-09,5,"₦19,500",700,70,3,Bank Transfer
1571,23,39,18,2024-01-18,4,"₦19,800",1000,33,4,Wallet
1576,131,36,26,2024-09-20,6,"₦4,500",1500,62,2,Card
1578,146,18,15,2024-08-23,1,"₦2,500",800,55,5,Bank Transfer
1581,189,23,29,2024-10-25,6,"₦13,500",500,29,4,Card
1586,139,40,9,2024-10-22,6,"₦4,500",500,46,3,Card
1590,146,32,24,2024-11-30,4,"₦6,600",600,44,4,Cash
1598,194,30,5,2024-03-18,4,"₦3,300",1500,63,5,Card
1599,32,12,23,2024-04-17,5,"₦7,800",600,21,3,Card
1603,137,20,17,2024-10-04,1,"₦5,000",800,53,5,Card
1604,180,5,23,2024-01-04,6,"₦18,000",500,37,5,Bank Transfer
1605,25,8,23,2024-05-22,1,"₦2,500",1500,21,3,Cash
1608,3,5,16,2024-12-08,5,"₦19,500",500,27,4,Wallet
1609,83,10,27,2024-06-04,2,"₦2,800",800,19,4,Card
1614,167,36,9,2024-04-29,1,"₦9,000",600,29,5,Bank Transfer
1615,77,15,8,2024-07-05,5,"₦5,200",800,35,4,Card
1621,99,38,2,2024-01-01,5,"₦11,700",600,58,5,Cash
1623,35,22,5,2024-01-28,3,"₦7,200",700,54,3,Card
1624,4,39,17,2024-08-25,2,"₦4,200",500,37,4,Bank Transfer
1626,36,22,22,2024-05-03,5,"₦5,200",1000,22,4,Wallet
1627,111,37,2,2024-10-05,1,"₦5,000",500,70,5,Wallet
1628,90,31,6,2024-10-11,3,"₦4,500",1000,40,4,Cash
1629,50,31,22,2024-07-19,6,"₦10,500",800,43,5,Cash
1630,8,31,20,2024-03-11,6,"₦13,500",600,31,5,Cash
1633,92,8,20,2024-09-07,6,"₦22,500",1500,49,4,Card
1636,30,39,29,2024-01-29,1,"₦5,000",800,15,3,Wallet
1637,54,21,24,2024-11-17,2,"₦2,800",800,16,3,Wallet
1638,97,36,28,2024-03-15,4,"₦8,800",600,69,4,Bank Transfer
1641,46,10,6,2024-05-16,5,"₦5,200",1200,75,4,Card
1643,28,6,23,2024-04-23,3,"₦7,200",1200,27,5,Wallet
1645,57,39,25,2024-01-12,2,"₦5,600",800,57,2,Wallet
1647,62,27,7,2024-05-15,2,"₦8,400",1200,19,5,Bank Transfer
1648,149,16,7,2024-09-22,5,"₦3,900",1000,59,4,Bank Transfer
1650,12,18,17,2024-11-04,4,"₦7,700",1000,27,3,Card
1652,46,17,23,2024-08-07,3,"₦7,200",800,60,4,Wallet
1655,163,34,9,2024-04-01,5,"₦23,400",500,27,5,Bank Transfer
1657,177,27,12,2024-10-19,3,"₦2,700",1500,17,5,Card
1659,132,6,9,2024-03-23,1,"₦9,000",600,49,5,Cash
1664,94,2,9,2024-07-04,2,"₦2,100",600,17,5,Bank Transfer
1667,197,9,15,2024-02-21,3,"₦6,300",500,52,4,Card
1668,93,27,3,2024-01-09,3,"₦3,600",600,22,5,Wallet
1669,155,20,25,2024-08-29,4,"₦13,200",800,29,4,Wallet
1673,191,27,23,2024-09-25,4,"₦3,300",500,31,3,Card
1681,36,4,15,2024-08-02,3,"₦2,700",600,44,5,Bank Transfer
1683,48,37,14,2024-12-14,5,"₦6,500",700,27,5,Cash
1686,136,4,24,2024-10-22,2,"₦8,400",500,61,3,Wallet
1687,27,30,25,2024-11-03,1,"₦3,500",800,73,3,Bank Transfer
1688,192,2,8,2024-02-15,5,"₦23,400",700,54,5,Cash
1689,63,39,21,2024-10-12,2,"₦4,200",700,61,3,Card
1691,59,14,28,2024-08-27,1,"₦2,000",600,43,3,Wallet
1697,97,35,26,2024-02-27,1,"₦3,000",700,75,4,Cash
1699,58,8,14,2024-01-01,2,"₦5,600",700,61,5,Cash
1702,70,16,26,2024-04-02,6,"₦18,000",1500,38,2,Bank Transfer
1704,150,13,17,2024-07-10,2,"₦7,000",1000,19,4,Cash
1705,51,9,15,2024-05-30,5,"₦19,500",700,24,5,Wallet
1706,150,19,17,2024-07-05,1,"₦5,000",1500,17,5,Card
1712,196,37,14,2024-08-31,1,"₦2,000",1000,54,5,Wallet
1713,28,12,18,2024-02-15,2,"₦4,900",1200,26,3,Cash
1714,154,24,1,2024-04-28,4,"₦16,500",500,25,4,Bank Transfer
1716,170,12,18,2024-12-16,4,"₦3,300",1000,62,5,Card
1718,24,17,18,2024-04-21,2,"₦2,100",1000,17,4,Bank Transfer
1722,121,26,16,2024-07-13,4,"₦19,800",1200,43,4,Card
1723,97,36,19,2024-01-05,4,"₦16,500",1500,67,4,Bank Transfer
1724,177,19,22,2024-04-27,3,"₦13,500",600,70,5,Bank Transfer
1725,115,22,25,2024-07-23,3,"₦9,000",800,69,2,Wallet
1726,5,21,1,2024-10-04,3,"₦16,200",500,49,3,Card
1727,89,15,13,2024-01-28,2,"₦10,500",1200,33,5,Bank Transfer
1730,18,30,12,2024-06-25,3,"₦3,600",1200,44,4,Cash
1735,45,25,9,2024-12-31,4,"₦16,500",1200,24,5,Bank Transfer
1739,179,15,4,2024-11-13,2,"₦7,000",1000,69,5,Bank Transfer
1742,152,29,4,2024-10-22,4,"₦16,500",1200,69,5,Bank Transfer
1744,195,10,1,2024-03-06,3,"₦6,300",1500,29,5,Cash
1746,184,31,9,2024-09-19,4,"₦11,000",1200,34,2,Wallet
1747,108,2,6,2024-01-27,4,"₦8,800",800,74,5,Cash
1748,153,27,12,2024-09-14,4,"₦9,900",800,44,5,Wallet
1749,83,34,5,2024-04-24,1,"₦4,000",800,27,5,Bank Transfer
1750,188,11,17,2024-07-13,2,"₦4,200",800,63,4,Card
1752,84,31,6,2024-07-15,1,"₦3,000",1000,35,3,Wallet
1757,152,22,13,2024-01-25,4,"₦8,800",1200,28,4,Cash
1758,72,30,13,2024-10-17,2,"₦4,900",1200,65,3,Wallet
1762,44,26,6,2024-11-03,3,"₦3,600",600,54,5,Wallet
1766,48,35,30,2024-12-04,2,"₦4,900",1000,51,5,Cash
1767,93,11,20,2024-07-30,1,"₦9,000",800,61,2,Wallet
1770,73,12,1,2024-12-28,3,"₦2,700",1000,32,4,Bank Transfer
1772,185,31,19,2024-05-15,6,"₦12,000",700,45,4,Wallet
1773,191,26,26,2024-10-07,1,"₦4,500",1500,23,4,Card
1778,165,33,29,2024-08-05,6,"₦22,500",1200,63,3,Wallet
1779,126,6,11,2024-11-10,3,"₦4,500",600,36,5,Wallet
1782,10,5,28,2024-01-14,3,"₦7,200",1000,17,5,Wallet
1786,14,5,21,2024-07-07,6,"₦7,500",800,66,5,Card
1789,171,39,20,2024-09-02,4,"₦11,000",600,64,4,Cash
1791,150,9,15,2024-05-05,2,"₦2,800",1200,36,5,Wallet
1795,8,4,2,2024-03-24,3,"₦4,500",800,27,5,Card
1796,169,32,22,2024-05-01,2,"₦8,400",800,15,5,Wallet
1797,69,11,29,2024-11-16,6,"₦9,000",800,37,5,Card
1799,141,27,10,2024-06-28,2,"₦6,300",1500,66,5,Card
1801,5,29,25,2024-12-27,5,"₦31,200",1500,63,5,Wallet
1802,52,18,7,2024-08-31,5,"₦19,500",600,19,3,Cash
1803,4,7,26,2024-08-28,3,"₦8,100",1500,60,4,Wallet
1804,40,35,30,2024-09-14,6,"₦22,500",1200,25,5,Cash
1806,90,22,26,2024-01-10,6,"₦36,000",800,32,5,Wallet
1811,69,33,7,2024-12-27,4,"₦6,600",600,19,5,Wallet
1816,182,37,25,2024-05-30,3,"₦2,700",700,25,5,Bank Transfer
1818,140,27,6,2024-10-20,3,"₦3,600",800,48,5,Wallet
1819,143,11,2,2024-07-15,1,"₦4,000",700,15,5,Cash
1820,192,5,7,2024-01-02,2,"₦12,600",700,24,5,Card
1823,98,19,12,2024-02-15,5,"₦9,100",600,17,4,Bank Transfer
1824,75,19,1,2024-05-22,2,"₦4,900",800,17,4,Cash
1826,114,25,28,2024-02-21,2,"₦12,600",700,73,4,Cash
1828,130,39,3,2024-05-23,2,"₦5,600",700,72,5,Wallet
1833,165,11,2,2024-05-08,4,"₦4,400",1000,52,5,Cash
1835,102,24,1,2024-02-02,1,"₦12,000",700,73,3,Wallet
1836,69,9,20,2024-03-02,3,"₦2,700",1000,59,5,Cash
1837,136,8,7,2024-10-22,5,"₦10,400",1000,21,1,Cash
1838,43,3,3,2024-04-15,2,"₦2,800",1500,52,5,Cash
1841,165,17,28,2024-07-12,1,"₦4,500",1500,19,4,Wallet
1842,54,5,26,2024-07-24,4,"₦11,000",500,49,3,Bank Transfer
1845,6,10,24,2024-12-06,5,"₦13,000",1500,22,5,Cash
1848,198,30,26,2024-02-01,6,"₦22,500",1500,16,3,Wallet
1849,20,7,26,2024-03-17,3,"₦16,200",800,68,4,Cash
1851,89,10,15,2024-01-05,5,"₦13,000",600,41,3,Bank Transfer
1857,148,20,12,2024-03-31,3,"₦13,500",1500,37,2,Bank Transfer
1858,167,16,18,2024-09-30,1,"₦1,500",1500,52,5,Card
1865,69,31,8,2024-04-10,3,"₦7,200",1000,19,3,Cash
1866,176,17,13,2024-04-09,2,"₦3,500",800,65,5,Wallet
1868,50,25,8,2024-01-02,6,"₦15,000",1500,30,5,Bank Transfer
1870,83,8,7,2024-01-31,4,"₦11,000",500,40,3,Cash
1871,64,38,23,2024-05-18,4,"₦8,800",1000,34,5,Bank Transfer
1873,173,2,23,2024-11-18,5,"₦31,200",1200,38,4,Card
1875,9,15,19,2024-11-17,6,"₦4,500",700,15,3,Cash
1884,199,40,5,2024-06-16,1,"₦6,000",1500,18,5,Bank Transfer
